state,birth_year,birth_month,LBW_ratio,latitude,longitude,mp1,mp2,mp3,mp4,mp5
Georgia,2016.0,3,0.0953529357202485,32.6415,-83.4426,0.0042857142857142,0.0096666666666666,0.0514545454545454,0.032,1304.3478260869565
Georgia,2016.0,4,0.1006858165192326,32.6415,-83.4426,0.006375,0.026125,0.0866,0.0139999999999999,1025.641435897436
Georgia,2016.0,5,0.0987958661230681,32.6415,-83.4426,0.0065555555555555,0.0566,0.034,0.0139999999999999,809.5242857142857
Georgia,2016.0,6,0.0949431450494591,32.6415,-83.4426,0.0096666666666666,0.0514545454545454,0.032,1304.3478260869565,466.72790909090907
Georgia,2016.0,7,0.1003484943257975,32.6415,-83.4426,0.026125,0.0866,0.0139999999999999,1025.641435897436,526.431546875
Georgia,2016.0,8,0.0959902794653706,32.6415,-83.4426,0.0566,0.034,0.0139999999999999,809.5242857142857,687.7585692307692
Georgia,2016.0,9,0.0986177565124933,32.6415,-83.4426,0.0514545454545454,0.032,1304.3478260869565,466.72790909090907,690.5829655172413
Georgia,2017.0,1,0.1025044223070477,32.6415,-83.4426,0.0139999999999999,1025.641435897436,526.431546875,667.6427878787879,400.8
Georgia,2017.0,10,0.098671374152188,32.6415,-83.4426,667.6427878787879,400.8,926.5731343283584,667.6427878787879,667.6427878787879
Georgia,2017.0,11,0.0983453304664859,32.6415,-83.4426,2.43875,334.17380952380944,1161.302,334.17380952380944,334.17380952380944
Georgia,2017.0,12,0.1033398094180775,32.6415,-83.4426,919.4773892773893,607.189393939394,1231.7653846153846,919.4773892773893,919.4773892773893
